EmployeeID,HireDate,TerminationDate,Department,JobRole,EmploymentType,Gender,AgeGroup,Education,JobSatisfaction,Performance,WorkLifeBalance,Salary
E02346,2022-03-19,,Research & Development,Finance Director,Contractor,Male,40-50,College,Medium,Excellent,Best,67000.0
E04780,2024-05-03,,Research & Development,Manager,Full-time,Female,Below 20,Doctor,High,Low,Best,97000.0
E03795,2024-04-20,2025-03-18,Research & Development,HR Specialist,Contractor,Female,40-50,Below College,Medium,Low,Bad,106000.0
E02935,2023-02-11,,Research & Development,HR Specialist,Contractor,Male,50-60,Doctor,High,Outstanding,Good,66000.0
E03622,2024-01-05,,Research & Development,IT Analyst,Full-time,Female,20-30,College,Medium,Good,Best,106000.0
E01163,2021-06-12,,Research & Development,Finance Director,Full-time,Female,40-50,College,Low,Outstanding,Bad,79000.0
E01682,2022-07-18,2022-10-25,Research & Development,IT Analyst,Full-time,Other,60+,Master,Low,Good,Better,74000.0
E00145,2020-06-19,2022-08-09,Research & Development,Sales Executive,Contractor,Female,60+,Master,Very High,Good,Better,100000.0
E01773,2022-06-06,2025-11-13,Research & Development,Research Scientist,Contractor,Male,50-60,Bachelor,High,Excellent,Best,91000.0
E04130,2024-05-29,,Research & Development,Manager,Contractor,Female,40-50,Bachelor,High,Excellent,Good,83000.0
E02642,2023-02-12,2025-01-27,Research & Development,Research Scientist,Contractor,Female,20-30,Bachelor,Very High,Good,Good,81000.0
E00407,2020-03-21,2021-12-06,Research & Development,IT Analyst,Full-time,Female,40-50,Doctor,Medium,Low,Bad,116000.0
E01125,2021-04-18,,Research & Development,Sales Executive,Contractor,Male,40-50,Master,Medium,Excellent,Good,86000.0
E202500177,2025-11-27,,Research & Development,Finance Director,Full-time,Female,30-40,Doctor,Very High,Low,Best,82834.77705862901
E03463,2023-11-03,2025-06-17,Research & Development,Research Scientist,Contractor,Male,Below 20,Below College,High,Low,Good,80000.0
E03911,2024-11-01,,Research & Development,Research Scientist,Full-time,Female,50-60,Master,Low,Good,Bad,72000.0
E04298,2024-06-19,,Research & Development,IT Analyst,Full-time,Female,60+,Below College,Low,Low,Good,109000.0
E202500370,2025-04-17,,Research & Development,Manager,Contractor,Female,Below 20,Doctor,Medium,Good,Best,133299.44740666638
E04293,2024-02-10,,Research & Development,Research Scientist,Contractor,Male,30-40,Bachelor,Low,Excellent,Good,117000.0
E00675,2021-09-28,2023-09-04,Research & Development,IT Analyst,Full-time,Female,40-50,Below College,Very High,Excellent,Best,101000.0
E00533,2020-04-30,,Research & Development,Finance Director,Full-time,Other,Below 20,Bachelor,Medium,Outstanding,Best,117000.0
E01975,2022-07-09,,Research & Development,Manager,Full-time,Female,20-30,Below College,High,Low,Best,92000.0
E00869,2021-04-07,2021-10-31,Research & Development,Manager,Full-time,Male,Below 20,Doctor,Medium,Low,Bad,93000.0
E202500032,2025-03-01,,Research & Development,Manager,Contractor,Other,50-60,Bachelor,High,Outstanding,Better,92448.12498425777
E03096,2023-09-23,2024-07-28,Research & Development,Research Scientist,Contractor,Male,20-30,Doctor,Medium,Good,Better,108000.0
E03229,2023-07-04,2025-03-13,Research & Development,Sales Executive,Full-time,Female,30-40,Bachelor,Very High,Outstanding,Better,76000.0
E04808,2024-10-17,,Research & Development,Finance Director,Contractor,Other,Below 20,Bachelor,Very High,Outstanding,Good,126000.0
E00386,2020-03-12,,Research & Development,Research Scientist,Contractor,Male,60+,Master,High,Low,Better,77000.0
E03554,2023-10-14,,Research & Development,HR Specialist,Full-time,Male,60+,Bachelor,Low,Excellent,Better,122000.0
E01459,2022-07-07,2025-04-09,Research & Development,Research Scientist,Full-time,Female,60+,Below College,Low,Outstanding,Bad,76000.0
E04661,2024-08-05,,Research & Development,Sales Executive,Contractor,Male,30-40,Below College,Very High,Excellent,Better,101000.0
E00403,2020-03-23,2022-08-20,Research & Development,Research Scientist,Contractor,Male,20-30,Master,Low,Low,Better,116000.0
E202500221,2025-07-10,,Research & Development,Finance Director,Full-time,Male,Below 20,Below College,High,Excellent,Best,116718.18996970044
E04988,2024-02-12,2024-09-24,Research & Development,Finance Director,Contractor,Male,Below 20,College,Low,Low,Good,98000.0
E00483,2020-07-20,,Research & Development,Research Scientist,Contractor,Female,50-60,Below College,Very High,Outstanding,Bad,113000.0
E01558,2022-07-23,,Research & Development,Finance Director,Contractor,Female,20-30,Below College,Low,Excellent,Best,112000.0
E01454,2022-09-04,,Research & Development,Research Scientist,Full-time,Male,Below 20,Doctor,Low,Good,Good,71000.0
E01591,2022-08-01,,Research & Development,IT Analyst,Contractor,Male,40-50,Master,Low,Good,Better,101000.0
E01931,2022-10-04,,Research & Development,HR Specialist,Contractor,Male,60+,Bachelor,Very High,Excellent,Bad,110000.0
E04558,2024-08-19,,Research & Development,Finance Director,Contractor,Male,30-40,College,Medium,Low,Bad,105000.0
E02243,2022-10-20,,Research & Development,HR Specialist,Full-time,Male,60+,Doctor,Low,Low,Better,115000.0
E04530,2024-09-23,,Research & Development,Sales Executive,Contractor,Female,50-60,College,Very High,Good,Bad,98000.0
E04767,2024-01-02,,Research & Development,IT Analyst,Full-time,Male,60+,Master,Medium,Low,Good,119000.0
E00296,2020-03-30,,Research & Development,IT Analyst,Contractor,Male,20-30,Below College,Very High,Low,Better,113000.0
E03365,2023-09-16,,Research & Development,Manager,Contractor,Male,60+,Below College,Medium,Low,Best,94000.0
E04065,2024-04-05,,Research & Development,Research Scientist,Contractor,Male,30-40,Bachelor,Low,Outstanding,Best,78000.0
E03619,2024-10-10,,Research & Development,HR Specialist,Contractor,Male,Below 20,Doctor,Low,Low,Bad,75000.0
E202500144,2025-02-05,,Research & Development,Research Scientist,Contractor,Female,20-30,Master,High,Low,Good,110305.59250539482
E202500297,2025-08-16,,Research & Development,HR Specialist,Full-time,Female,50-60,Bachelor,High,Excellent,Best,96309.02858044032
E202500361,2025-01-28,,Research & Development,Sales Executive,Contractor,Female,60+,Below College,Low,Good,Bad,114321.36782370011
E04105,2024-07-12,,Research & Development,IT Analyst,Contractor,Female,20-30,College,Very High,Outstanding,Bad,82000.0
E202500188,2025-11-30,,Research & Development,HR Specialist,Full-time,Male,30-40,Below College,High,Outstanding,Bad,112026.35717464882
E00191,2020-11-01,,Research & Development,Manager,Full-time,Female,Below 20,Doctor,Low,Low,Better,70000.0
E00186,2020-11-27,,Research & Development,Sales Executive,Full-time,Male,30-40,Doctor,Medium,Good,Best,77000.0
E03346,2023-05-20,2024-10-27,Research & Development,HR Specialist,Contractor,Male,50-60,Bachelor,Low,Low,Best,110000.0
E03815,2024-12-30,,Research & Development,Research Scientist,Full-time,Female,60+,College,Low,Excellent,Good,111000.0
E03158,2023-11-18,,Research & Development,IT Analyst,Contractor,Female,50-60,College,Low,Low,Bad,89000.0
E03949,2024-09-20,,Research & Development,Sales Executive,Contractor,Female,Below 20,Bachelor,High,Excellent,Better,92000.0
E00471,2020-12-03,,Research & Development,IT Analyst,Full-time,Female,20-30,Master,Low,Excellent,Best,72000.0
E01693,2022-10-19,,Research & Development,Sales Executive,Full-time,Female,20-30,Below College,Low,Outstanding,Best,85000.0
E03151,2023-04-19,,Research & Development,IT Analyst,Contractor,Male,50-60,Below College,Low,Excellent,Best,86000.0
E01895,2022-11-06,2023-08-23,Research & Development,IT Analyst,Contractor,Male,50-60,Master,Low,Good,Better,126000.0
E00671,2021-04-07,,Research & Development,Sales Executive,Contractor,Female,60+,Bachelor,Very High,Good,Bad,79000.0
E00454,2020-09-29,,Research & Development,Sales Executive,Contractor,Male,50-60,Bachelor,Very High,Low,Good,78000.0
E00477,2020-09-25,,Research & Development,HR Specialist,Contractor,Female,30-40,Below College,Low,Good,Good,93000.0
E202500267,2025-07-06,,Research & Development,Research Scientist,Contractor,Female,50-60,Below College,Medium,Outstanding,Better,79653.86138936115
E03460,2023-02-25,,Research & Development,IT Analyst,Full-time,Male,20-30,Master,High,Outstanding,Best,75000.0
E00502,2020-11-26,2021-12-09,Research & Development,Research Scientist,Full-time,Male,40-50,Master,Low,Excellent,Good,106000.0
E03456,2023-10-15,,Research & Development,Sales Executive,Contractor,Female,60+,Below College,Low,Good,Bad,125000.0
E02414,2023-11-04,,Research & Development,Manager,Full-time,Female,20-30,Below College,Low,Low,Good,107000.0
E03261,2023-01-16,2024-04-22,Research & Development,Research Scientist,Contractor,Female,40-50,Below College,High,Low,Best,66000.0
E03485,2023-08-28,,Research & Development,Sales Executive,Full-time,Male,20-30,Doctor,High,Low,Better,93000.0
E02975,2023-07-28,,Research & Development,Sales Executive,Contractor,Female,60+,Doctor,Very High,Low,Good,122000.0
E02598,2023-06-04,,Research & Development,Finance Director,Full-time,Male,60+,Master,Medium,Low,Bad,123000.0
E02555,2023-09-05,,Research & Development,Manager,Full-time,Female,40-50,College,Low,Good,Good,126000.0
E03377,2023-06-15,,Research & Development,Finance Director,Full-time,Male,60+,Doctor,Medium,Excellent,Best,112000.0
E02005,2022-04-17,,Research & Development,HR Specialist,Contractor,Female,20-30,College,Medium,Outstanding,Better,114000.0
E02311,2022-12-26,,Research & Development,HR Specialist,Full-time,Male,60+,College,Medium,Low,Better,103000.0
E00028,2020-10-10,,Research & Development,HR Specialist,Full-time,Male,Below 20,Below College,Medium,Excellent,Good,108000.0
E00338,2020-11-18,2023-05-28,Research & Development,Sales Executive,Full-time,Male,50-60,Doctor,Medium,Outstanding,Bad,108000.0
E02798,2023-02-08,,Research & Development,Manager,Full-time,Male,30-40,Master,High,Low,Better,128000.0
E01962,2022-10-08,2024-12-26,Research & Development,Manager,Contractor,Female,Below 20,Bachelor,High,Excellent,Better,116000.0
E01872,2022-03-23,,Research & Development,Research Scientist,Contractor,Female,Below 20,Bachelor,Medium,Low,Better,90000.0
E00630,2021-04-01,2025-09-21,Research & Development,Sales Executive,Full-time,Female,Below 20,Below College,Low,Excellent,Good,68000.0
E03517,2023-10-01,,Research & Development,Manager,Contractor,Female,20-30,Doctor,High,Low,Bad,94000.0
E202500203,2025-09-07,,Research & Development,Research Scientist,Full-time,Male,60+,College,Very High,Outstanding,Better,105073.98744668144
E02943,2023-04-24,,Research & Development,IT Analyst,Full-time,Female,60+,Master,Medium,Good,Better,128000.0
E03677,2024-01-13,,Research & Development,Finance Director,Full-time,Female,50-60,Master,Very High,Good,Bad,117000.0
E03305,2023-07-15,,Research & Development,Sales Executive,Full-time,Female,40-50,Bachelor,Medium,Low,Bad,118000.0
E00507,2020-09-25,2025-06-18,Research & Development,Finance Director,Contractor,Male,20-30,Below College,Very High,Outstanding,Bad,86000.0
E00055,2020-06-03,,Research & Development,Finance Director,Contractor,Male,30-40,Doctor,Very High,Excellent,Bad,104000.0
E04163,2024-10-16,,Research & Development,Research Scientist,Contractor,Male,50-60,Master,Medium,Low,Bad,77000.0
E02185,2022-05-24,,Research & Development,Research Scientist,Contractor,Male,Below 20,Below College,High,Low,Good,85000.0
E04297,2024-11-26,,Research & Development,Research Scientist,Full-time,Female,50-60,Bachelor,Medium,Outstanding,Bad,89000.0
E00734,2021-12-22,2025-09-24,Research & Development,Sales Executive,Full-time,Male,50-60,Doctor,High,Excellent,Best,95000.0
E01762,2022-04-05,2024-08-09,Research & Development,Finance Director,Full-time,Male,30-40,Doctor,Very High,Outstanding,Good,109000.0
E01738,2022-03-17,2024-11-11,Research & Development,HR Specialist,Full-time,Female,40-50,College,Very High,Good,Better,95000.0
E00177,2020-12-14,,Research & Development,Research Scientist,Full-time,Male,20-30,Bachelor,High,Excellent,Better,110000.0
E01453,2022-01-14,2025-10-16,Research & Development,Sales Executive,Contractor,Male,Below 20,College,Medium,Low,Bad,110000.0
E02587,2023-06-24,,Research & Development,Finance Director,Contractor,Female,20-30,Below College,Very High,Low,Best,91000.0
E01470,2022-03-14,,Research & Development,Sales Executive,Full-time,Male,50-60,Master,Low,Low,Better,71000.0
E202500049,2025-05-27,,Research & Development,HR Specialist,Full-time,Male,30-40,College,Very High,Outstanding,Bad,92186.1426669599
E00501,2020-06-23,,Research & Development,Finance Director,Contractor,Male,20-30,College,High,Outstanding,Best,102000.0
E04579,2024-05-24,,Research & Development,Research Scientist,Full-time,Other,60+,Below College,Very High,Excellent,Bad,114000.0
E02290,2022-01-25,2023-07-29,Research & Development,HR Specialist,Full-time,Female,50-60,Bachelor,Very High,Outstanding,Bad,107000.0
E03431,2023-10-24,,Research & Development,Research Scientist,Full-time,Male,Below 20,Master,High,Outstanding,Better,69000.0
E02068,2022-05-16,,Research & Development,Research Scientist,Full-time,Female,60+,Bachelor,High,Excellent,Best,79000.0
E04835,2024-06-02,,Research & Development,Research Scientist,Full-time,Male,Below 20,College,High,Excellent,Better,72000.0
E01445,2022-04-19,2024-10-15,Research & Development,HR Specialist,Contractor,Male,30-40,Doctor,High,Outstanding,Better,72000.0
E01705,2022-09-15,,Research & Development,IT Analyst,Contractor,Female,60+,Doctor,High,Outstanding,Best,100000.0
E03421,2023-11-10,2024-07-01,Research & Development,Manager,Contractor,Male,20-30,Bachelor,Medium,Low,Good,117000.0
E04737,2024-09-18,,Research & Development,Manager,Contractor,Male,60+,Bachelor,Low,Good,Bad,125000.0
E02757,2023-10-31,,Research & Development,Sales Executive,Full-time,Female,30-40,Master,Very High,Good,Best,80000.0
E04378,2024-09-22,,Research & Development,HR Specialist,Full-time,Male,60+,Bachelor,High,Excellent,Good,80000.0
E03220,2023-12-21,,Research & Development,Finance Director,Full-time,Male,20-30,Bachelor,High,Outstanding,Best,84000.0
E03486,2023-06-08,2024-10-15,Research & Development,Manager,Contractor,Male,50-60,Master,High,Excellent,Better,102000.0
E01621,2022-05-21,,Research & Development,Research Scientist,Full-time,Female,40-50,Master,Very High,Low,Good,113000.0
E02191,2022-03-24,,Research & Development,HR Specialist,Full-time,Female,20-30,Below College,Very High,Good,Bad,111000.0
E01479,2022-05-31,2024-11-10,Research & Development,Finance Director,Full-time,Male,60+,Below College,High,Good,Best,126000.0
E00166,2020-10-22,,Sales,HR Specialist,Full-time,Male,50-60,Master,Very High,Excellent,Best,47000.0
E04024,2024-12-05,,Sales,IT Analyst,Contractor,Male,40-50,Bachelor,Low,Good,Better,53000.0
E02127,2022-11-07,,Sales,Research Scientist,Full-time,Male,40-50,Doctor,Low,Excellent,Best,86000.0
E202500185,2025-01-25,,Sales,Sales Executive,Full-time,Male,40-50,College,Medium,Excellent,Best,63482.29134008871
E03990,2024-01-12,,Sales,IT Analyst,Full-time,Male,60+,College,High,Excellent,Bad,83000.0
E03821,2024-03-24,,Sales,IT Analyst,Contractor,Female,Below 20,Master,Very High,Outstanding,Bad,53000.0
E02907,2023-08-01,,Sales,Sales Executive,Full-time,Other,60+,Master,Low,Low,Good,64000.0
E02900,2023-02-27,,Sales,Sales Executive,Contractor,Female,60+,Master,Medium,Excellent,Good,114000.0
E00448,2020-10-04,,Sales,Sales Executive,Full-time,Male,60+,Bachelor,Low,Excellent,Better,30000.0
E02112,2022-01-27,2025-02-12,Sales,Manager,Contractor,Female,40-50,Below College,High,Low,Better,34000.0
E00592,2020-11-26,2021-09-26,Sales,Manager,Contractor,Male,50-60,College,Very High,Outstanding,Good,99000.0
E202500386,2025-06-16,,Sales,Sales Executive,Full-time,Male,50-60,Bachelor,Very High,Excellent,Best,99616.7413430416
E03291,2023-02-06,,Sales,Research Scientist,Full-time,Female,50-60,Bachelor,Very High,Good,Best,36000.0
E02323,2022-09-18,,Sales,Sales Executive,Contractor,Male,30-40,College,Low,Low,Good,98000.0
E01586,2022-07-21,,Sales,IT Analyst,Contractor,Female,50-60,Bachelor,Medium,Outstanding,Bad,43000.0
E03505,2023-12-26,2024-02-25,Sales,Manager,Contractor,Male,30-40,Bachelor,High,Low,Good,108000.0
E03653,2024-10-22,,Sales,Sales Executive,Full-time,Male,20-30,Doctor,Low,Low,Good,43000.0
E02788,2023-04-25,2023-12-15,Sales,Manager,Contractor,Female,Below 20,Doctor,Medium,Good,Better,44000.0
E03278,2023-07-27,,Sales,Research Scientist,Full-time,Male,40-50,Doctor,High,Outstanding,Best,47000.0
E04379,2024-03-31,,Sales,Research Scientist,Full-time,Female,50-60,Below College,High,Outstanding,Best,35000.0
E03994,2024-07-18,,Sales,Sales Executive,Contractor,Female,50-60,College,Medium,Low,Best,98000.0
E01670,2022-02-25,,Sales,IT Analyst,Contractor,Male,40-50,Below College,Low,Excellent,Better,89000.0
E03367,2023-08-15,,Sales,Sales Executive,Contractor,Female,50-60,Bachelor,Low,Low,Better,52000.0
E02512,2023-03-06,2023-10-23,Sales,Manager,Full-time,Male,60+,Master,Medium,Outstanding,Best,87000.0
E04569,2024-08-05,2025-06-21,Sales,Manager,Full-time,Female,Below 20,Doctor,Low,Excellent,Best,116000.0
E02239,2022-10-24,,Sales,Manager,Full-time,Female,30-40,Master,Medium,Good,Bad,87000.0
E01712,2022-03-07,,Sales,IT Analyst,Contractor,Female,Below 20,Bachelor,Low,Outstanding,Good,39000.0
E01346,2021-12-18,,Sales,Sales Executive,Contractor,Female,Below 20,Below College,High,Excellent,Good,34000.0
E04573,2024-03-09,,Sales,IT Analyst,Contractor,Female,30-40,Doctor,Very High,Excellent,Best,64000.0
E03628,2024-07-30,2024-12-09,Sales,IT Analyst,Full-time,Male,40-50,Master,Very High,Excellent,Best,73000.0
E03919,2024-05-18,2025-04-12,Sales,Sales Executive,Full-time,Male,20-30,Bachelor,Low,Outstanding,Better,84000.0
E00924,2021-03-04,2022-12-02,Sales,HR Specialist,Contractor,Male,Below 20,Master,High,Good,Best,54000.0
E04315,2024-08-10,,Sales,IT Analyst,Contractor,Other,30-40,Doctor,Medium,Excellent,Bad,106000.0
E01675,2022-02-06,2024-02-16,Sales,IT Analyst,Full-time,Male,20-30,Bachelor,Low,Outstanding,Good,34000.0
E03960,2024-02-06,,Sales,HR Specialist,Contractor,Female,60+,Bachelor,High,Outstanding,Good,70000.0
E01286,2021-07-12,,Sales,Sales Executive,Full-time,Male,40-50,Bachelor,High,Low,Good,87000.0
E04135,2024-09-01,,Sales,Sales Executive,Full-time,Male,20-30,Below College,Very High,Outstanding,Bad,57000.0
E02960,2023-09-21,,Sales,Finance Director,Contractor,Male,50-60,College,Very High,Good,Bad,97000.0
E03645,2024-08-11,,Sales,Research Scientist,Contractor,Male,50-60,Bachelor,Medium,Excellent,Better,99000.0
E00571,2020-06-19,,Sales,IT Analyst,Contractor,Male,60+,Below College,High,Low,Good,57000.0
E03272,2023-08-13,,Sales,Finance Director,Full-time,Female,Below 20,Master,Medium,Outstanding,Good,54000.0
E202500079,2025-10-06,,Sales,Sales Executive,Contractor,Female,50-60,College,High,Outstanding,Bad,110437.47445445198
E01444,2022-03-23,,Sales,IT Analyst,Contractor,Female,50-60,Bachelor,Very High,Low,Bad,31000.0
E03280,2023-05-03,,Sales,Finance Director,Full-time,Male,60+,Doctor,Low,Outstanding,Good,33000.0
E03577,2023-03-22,,Sales,Research Scientist,Full-time,Female,50-60,Master,High,Excellent,Bad,64000.0
E01899,2022-03-15,2023-12-02,Sales,Manager,Contractor,Female,50-60,Doctor,Very High,Good,Best,79000.0
E03218,2023-03-18,,Sales,IT Analyst,Full-time,Female,40-50,Below College,High,Outstanding,Best,41000.0
E01993,2022-12-17,2023-04-23,Sales,HR Specialist,Contractor,Male,20-30,Master,Very High,Good,Good,56000.0
E03024,2023-01-17,2023-09-01,Sales,Finance Director,Full-time,Female,30-40,Doctor,Low,Excellent,Good,50000.0
E04625,2024-10-16,2025-05-29,Sales,IT Analyst,Contractor,Other,40-50,Master,High,Low,Bad,76000.0
E00456,2020-06-10,,Sales,IT Analyst,Full-time,Male,60+,Master,High,Good,Better,120000.0
E04545,2024-05-28,,Sales,Manager,Full-time,Female,60+,Bachelor,Medium,Excellent,Better,41000.0
E01498,2022-07-19,2023-01-07,Sales,Manager,Contractor,Female,Below 20,Below College,Medium,Excellent,Bad,41000.0
E01513,2022-04-01,,Sales,Manager,Contractor,Other,30-40,Bachelor,Very High,Low,Best,120000.0
E02604,2023-10-08,,Sales,Manager,Full-time,Female,40-50,Master,High,Outstanding,Bad,86000.0
E04889,2024-10-21,,Sales,Manager,Full-time,Female,Below 20,Bachelor,Medium,Low,Bad,67000.0
E00384,2020-10-23,,Sales,Finance Director,Full-time,Male,50-60,Doctor,Very High,Good,Good,83000.0
E03592,2023-03-18,2024-08-17,Sales,IT Analyst,Full-time,Female,30-40,Master,High,Outstanding,Bad,37000.0
E01913,2022-12-21,,Sales,Finance Director,Full-time,Other,Below 20,Bachelor,Low,Low,Bad,79000.0
E02545,2023-11-29,,Sales,HR Specialist,Contractor,Female,60+,Master,Very High,Excellent,Good,50000.0
E00907,2021-08-08,,Sales,HR Specialist,Contractor,Male,30-40,Master,Very High,Outstanding,Better,98000.0
E01659,2022-03-09,,Sales,IT Analyst,Full-time,Female,60+,Doctor,Medium,Outstanding,Bad,93000.0
E03809,2024-02-27,2024-12-01,Sales,Manager,Full-time,Female,20-30,College,Low,Low,Good,101000.0
E00321,2020-12-15,2021-11-10,Sales,Research Scientist,Contractor,Male,20-30,College,High,Excellent,Best,88000.0
E03325,2023-05-26,,Sales,Finance Director,Full-time,Male,20-30,Doctor,High,Outstanding,Bad,80000.0
E03455,2023-02-11,2024-02-15,Sales,HR Specialist,Contractor,Other,60+,Master,High,Outstanding,Better,31000.0
E01830,2022-08-03,,Sales,HR Specialist,Full-time,Female,30-40,Master,Medium,Low,Better,78000.0
E01795,2022-07-31,2023-10-08,Sales,Finance Director,Full-time,Female,30-40,Doctor,Medium,Outstanding,Better,113000.0
E00112,2020-10-14,,Sales,Research Scientist,Contractor,Female,50-60,College,Low,Good,Good,104000.0
E03247,2023-05-24,,Sales,Research Scientist,Contractor,Male,40-50,Bachelor,Very High,Outstanding,Bad,45000.0
E04238,2024-08-17,,Sales,IT Analyst,Full-time,Male,Below 20,Doctor,High,Outstanding,Best,58000.0
E03441,2023-09-07,,Sales,Sales Executive,Contractor,Female,20-30,Doctor,Very High,Outstanding,Good,88000.0
E01066,2021-11-12,,Sales,HR Specialist,Contractor,Male,20-30,Bachelor,Low,Good,Better,73000.0
E01484,2022-05-16,,Sales,Finance Director,Contractor,Female,30-40,Doctor,Low,Outstanding,Better,117000.0
E01725,2022-05-25,,Sales,HR Specialist,Full-time,Male,60+,Below College,High,Good,Better,118000.0
E03048,2023-01-12,,Sales,Sales Executive,Contractor,Female,40-50,Below College,Medium,Outstanding,Bad,112000.0
E02401,2023-07-10,2024-02-28,Sales,Sales Executive,Contractor,Female,60+,Doctor,Very High,Outstanding,Bad,110000.0
E02649,2023-04-30,2025-09-23,Sales,Sales Executive,Contractor,Female,Below 20,Bachelor,Medium,Outstanding,Good,52000.0
E03816,2024-10-21,,Sales,Finance Director,Full-time,Male,40-50,College,High,Outstanding,Better,32000.0
E01649,2022-04-07,,Sales,IT Analyst,Contractor,Male,60+,Bachelor,High,Excellent,Better,102000.0
E02996,2023-03-18,,Sales,HR Specialist,Contractor,Male,60+,College,Medium,Excellent,Bad,57000.0
E03926,2024-10-01,,Sales,Manager,Contractor,Female,20-30,College,High,Outstanding,Best,85000.0
E01428,2022-03-14,,Sales,Finance Director,Full-time,Other,50-60,Below College,Very High,Excellent,Good,46000.0
E01814,2022-10-06,2025-12-16,Sales,Manager,Full-time,Female,Below 20,Below College,Low,Excellent,Good,75000.0
E00262,2020-12-03,,Sales,Research Scientist,Contractor,Other,60+,Master,High,Low,Better,48000.0
E03569,2023-03-06,,Sales,IT Analyst,Full-time,Male,40-50,Doctor,Medium,Low,Better,35000.0
E01491,2022-08-31,2023-06-28,Sales,Manager,Contractor,Female,60+,Master,Medium,Good,Good,71000.0
E03065,2023-07-03,,Sales,Research Scientist,Full-time,Male,20-30,Doctor,Medium,Excellent,Good,104000.0
E00409,2020-10-21,2021-12-13,Sales,Finance Director,Contractor,Male,50-60,College,High,Low,Good,67000.0
E00063,2020-04-09,,Sales,IT Analyst,Contractor,Male,60+,Doctor,Medium,Excellent,Bad,62000.0
E02613,2023-09-29,2025-06-04,Sales,Manager,Full-time,Female,30-40,Bachelor,High,Excellent,Bad,59000.0
E01242,2021-08-24,2025-06-05,Sales,Manager,Full-time,Male,30-40,College,High,Outstanding,Better,70000.0
E02910,2023-09-16,2025-02-21,Sales,IT Analyst,Contractor,Female,60+,College,Very High,Good,Good,63000.0
E04924,2024-04-29,,Sales,Finance Director,Full-time,Male,30-40,College,Very High,Outstanding,Good,77000.0
E02379,2022-09-21,2024-05-21,Sales,IT Analyst,Contractor,Female,60+,College,Very High,Good,Best,76000.0
E01856,2022-06-17,2025-09-23,Sales,Manager,Contractor,Female,Below 20,College,Low,Low,Good,85000.0
E02689,2023-12-13,,Sales,Sales Executive,Full-time,Male,40-50,Doctor,Medium,Excellent,Bad,110000.0
E01493,2022-06-26,,Sales,Finance Director,Contractor,Female,60+,Doctor,Very High,Excellent,Bad,110000.0
E02026,2022-11-28,2024-05-15,Sales,Finance Director,Contractor,Female,50-60,Bachelor,Medium,Excellent,Better,85000.0
E00494,2020-03-23,,Sales,Sales Executive,Contractor,Female,40-50,Doctor,High,Low,Bad,85000.0
E02253,2022-06-03,,Sales,Sales Executive,Contractor,Male,50-60,Bachelor,Very High,Outstanding,Good,112000.0
E02177,2022-04-18,,Sales,Manager,Full-time,Female,20-30,Doctor,Low,Good,Bad,80000.0
E02657,2023-07-29,,Sales,Manager,Contractor,Male,Below 20,Doctor,High,Outstanding,Better,41000.0
E00573,2020-05-02,,Sales,Sales Executive,Contractor,Female,60+,Bachelor,High,Excellent,Good,88000.0
E00752,2021-08-08,,Sales,HR Specialist,Full-time,Male,40-50,Doctor,Low,Excellent,Better,93000.0
E01207,2021-09-02,,Sales,Sales Executive,Full-time,Male,Below 20,College,High,Low,Best,43000.0
E00883,2021-12-27,2022-04-19,Sales,Manager,Full-time,Female,Below 20,Below College,Low,Outstanding,Better,93000.0
E01073,2021-08-30,,Sales,Manager,Contractor,Female,40-50,Doctor,Low,Low,Good,87000.0
E02108,2022-12-14,2025-05-12,Sales,Sales Executive,Contractor,Male,Below 20,Master,Low,Excellent,Best,100000.0
E04741,2024-10-28,,Sales,HR Specialist,Full-time,Male,Below 20,Below College,Medium,Good,Best,115000.0
E02380,2022-04-21,2025-04-24,Sales,IT Analyst,Full-time,Male,20-30,Bachelor,Low,Outstanding,Best,65000.0
E03156,2023-10-31,,Sales,IT Analyst,Full-time,Male,50-60,Bachelor,Low,Low,Bad,86000.0
E04736,2024-02-27,,Sales,Finance Director,Contractor,Female,20-30,College,Low,Good,Good,119000.0
E03298,2023-10-20,,Sales,Research Scientist,Full-time,Female,60+,Below College,Medium,Excellent,Good,48000.0
E02441,2023-04-02,,Sales,Sales Executive,Contractor,Male,60+,Bachelor,Very High,Low,Bad,40000.0
E00711,2021-11-14,,Sales,Finance Director,Contractor,Male,40-50,College,High,Outstanding,Good,117000.0
E01382,2021-07-22,,Sales,HR Specialist,Full-time,Female,20-30,Doctor,Medium,Excellent,Better,66000.0
E00541,2020-05-21,,Sales,Sales Executive,Full-time,Other,30-40,Bachelor,Low,Excellent,Bad,92000.0
E02504,2023-01-27,,Sales,Finance Director,Contractor,Other,Below 20,Doctor,High,Good,Best,96000.0
E04905,2024-01-22,,Sales,Research Scientist,Full-time,Male,60+,Bachelor,Very High,Low,Best,79000.0
E01468,2022-05-22,,Sales,Manager,Contractor,Female,60+,College,Low,Excellent,Bad,118000.0
E04845,2024-01-14,,Sales,Manager,Contractor,Female,40-50,College,Low,Excellent,Bad,86000.0
E00417,2020-12-23,,Sales,Finance Director,Contractor,Female,60+,Bachelor,Very High,Low,Good,58000.0
E00722,2021-11-25,,Sales,IT Analyst,Full-time,Female,40-50,College,Low,Outstanding,Best,89000.0
E02389,2022-05-16,2024-12-20,Sales,Manager,Contractor,Male,60+,College,Low,Low,Good,106000.0
